"id";"date";"amount";"purpose";"counterparty_id";"article_id"
"t1009";"2025-10-13";"-8300";"Оплата поставки выпечки по накладной №2143 от 13.10.2025";"c4";"a4"
"t1010";"2025-10-14";"5740";"Приход в кассу: выручка от реализации за 14.10.2025 (наличный расчёт)";"c2";"a2"
"t1011";"2025-10-14";"27370";"Зачисление эквайринга/СБП за 14.10.2025 (терминал №1)";"c3";"a3"
"t1012";"2025-10-14";"-18000";"Оплата поставки кофе в зёрнах по счёту №1041 от 12.10.2025";"c10";"a10"
"t1013";"2025-10-14";"-11500";"Оплата молочной продукции по счёту №582 от 14.10.2025";"c6";"a6"
"t1014";"2025-10-15";"4910";"Приход в кассу: выручка от реализации за 15.10.2025 (наличный расчёт)";"c2";"a2"
"t1015";"2025-10-15";"23460";"Зачисление эквайринга/СБП за 15.10.2025 (терминал №1)";"c3";"a3"
"t1016";"2025-10-15";"-9000";"Оплата поставки выпечки по накладной №2144 от 15.10.2025";"c4";"a4"
"t1017";"2025-10-15";"-2600";"Абонентская плата за интернет и связь, 10.2025";"c13";"a13"
"t1018";"2025-10-16";"5510";"Приход в кассу: выручка от реализации за 16.10.2025 (наличный расчёт)";"c2";"a2"
"t1019";"2025-10-16";"26410";"Зачисление эквайринга/СБП за 16.10.2025 (терминал №1)";"c3";"a3"
"t1020";"2025-10-17";"5230";"Приход в кассу: выручка от реализации за 17.10.2025 (наличный расчёт)";"c2";"a2"
"t1021";"2025-10-17";"25120";"Зачисление эквайринга/СБП за 17.10.2025 (терминал №1)";"c3";"a3"
"t1022";"2025-10-17";"-9600";"Оплата молочной продукции по счёту №583 от 17.10.2025";"c6";"a6"
"t1023";"2025-10-17";"-8300";"Оплата поставки выпечки по накладной №2145 от 17.10.2025";"c4";"a4"
"t1024";"2025-10-17";"-12400";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №321";"c11";"a11"
"t1025";"2025-10-18";"6050";"Приход в кассу: выручка от реализации за 18.10.2025 (наличный расчёт)";"c2";"a2"
"t1026";"2025-10-18";"29100";"Зачисление эквайринга/СБП за 18.10.2025 (терминал №1)";"c3";"a3"
"t1027";"2025-10-19";"5740";"Приход в кассу: выручка от реализации за 19.10.2025 (наличный расчёт)";"c2";"a2"
"t1028";"2025-10-19";"27660";"Зачисление эквайринга/СБП за 19.10.2025 (терминал №1)";"c3";"a3"
"t1029";"2025-10-19";"-9500";"Оплата поставки выпечки по накладной №2146 от 19.10.2025";"c4";"a4"
"t1030";"2025-10-20";"4550";"Приход в кассу: выручка от реализации за 20.10.2025 (наличный расчёт)";"c2";"a2"
"t1031";"2025-10-20";"21960";"Зачисление эквайринга/СБП за 20.10.2025 (терминал №1)";"c3";"a3"
"t1032";"2025-10-20";"-11700";"Продвижение в соцсетях/таргетированная реклама, 10.2025";"c14";"a14"
"t1033";"2025-10-20";"-34000";"Выплата (изъятие) прибыли собственнику на личные нужды";"c1";"a20"
"t1034";"2025-10-21";"4700";"Приход в кассу: выручка от реализации за 21.10.2025 (наличный расчёт)";"c2";"a2"
"t1035";"2025-10-21";"22750";"Зачисление эквайринга/СБП за 21.10.2025 (терминал №1)";"c3";"a3"
"t1036";"2025-10-21";"-19200";"Оплата поставки кофе в зёрнах по счёту №1042 от 19.10.2025";"c10";"a10"
"t1037";"2025-10-21";"-10900";"Оплата молочной продукции по счёту №584 от 21.10.2025";"c6";"a6"
"t1038";"2025-10-21";"-8900";"Оплата поставки выпечки по накладной №2147 от 21.10.2025";"c4";"a4"
"t1039";"2025-10-22";"4790";"Приход в кассу: выручка от реализации за 22.10.2025 (наличный расчёт)";"c2";"a2"
"t1040";"2025-10-22";"23190";"Зачисление эквайринга/СБП за 22.10.2025 (терминал №1)";"c3";"a3"
"t1041";"2025-10-23";"4940";"Приход в кассу: выручка от реализации за 23.10.2025 (наличный расчёт)";"c2";"a2"
"t1042";"2025-10-23";"23990";"Зачисление эквайринга/СБП за 23.10.2025 (терминал №1)";"c3";"a3"
"t1043";"2025-10-23";"-9300";"Оплата поставки выпечки по накладной №2148 от 23.10.2025";"c4";"a4"
"t1044";"2025-10-24";"5780";"Приход в кассу: выручка от реализации за 24.10.2025 (наличный расчёт)";"c2";"a2"
"t1045";"2025-10-24";"28110";"Зачисление эквайринга/СБП за 24.10.2025 (терминал №1)";"c3";"a3"
"t1046";"2025-10-24";"-9900";"Оплата молочной продукции по счёту №585 от 24.10.2025";"c6";"a6"
"t1047";"2025-10-25";"6330";"Приход в кассу: выручка от реализации за 25.10.2025 (наличный расчёт)";"c2";"a2"
"t1048";"2025-10-25";"30830";"Зачисление эквайринга/СБП за 25.10.2025 (терминал №1)";"c3";"a3"
"t1049";"2025-10-25";"-16800";"Аванс за October 2025";"c15";"a15"
"t1050";"2025-10-25";"-16800";"Аванс за October 2025";"c16";"a15"
"t1051";"2025-10-25";"-16800";"Аванс за October 2025";"c17";"a15"
"t1052";"2025-10-25";"-16800";"Аванс за October 2025";"c18";"a15"
"t1053";"2025-10-25";"-8600";"Оплата поставки выпечки по накладной №2149 от 25.10.2025";"c4";"a4"
"t1054";"2025-10-26";"5580";"Приход в кассу: выручка от реализации за 26.10.2025 (наличный расчёт)";"c2";"a2"
"t1055";"2025-10-26";"27230";"Зачисление эквайринга/СБП за 26.10.2025 (терминал №1)";"c3";"a3"
"t1056";"2025-10-27";"4410";"Приход в кассу: выручка от реализации за 27.10.2025 (наличный расчёт)";"c2";"a2"
"t1057";"2025-10-27";"21540";"Зачисление эквайринга/СБП за 27.10.2025 (терминал №1)";"c3";"a3"
"t1058";"2025-10-27";"-8900";"Оплата поставки выпечки по накладной №2150 от 27.10.2025";"c4";"a4"
"t1059";"2025-10-27";"-161600";"Уплата авансового платежа по УСН (доходы) за 01.07.2025–30.09.2025";"c19";"a19"
"t1060";"2025-10-28";"4700";"Приход в кассу: выручка от реализации за 28.10.2025 (наличный расчёт)";"c2";"a2"
"t1061";"2025-10-28";"23040";"Зачисление эквайринга/СБП за 28.10.2025 (терминал №1)";"c3";"a3"
"t1062";"2025-10-28";"-72600";"Уплата ЕНП: страховые взносы и НДФЛ за September 2025";"c19";"a16"
"t1063";"2025-10-28";"-20500";"Оплата поставки кофе в зёрнах по счёту №1043 от 26.10.2025";"c10";"a10"
"t1064";"2025-10-28";"-11800";"Оплата молочной продукции по счёту №586 от 28.10.2025";"c6";"a6"
"t1065";"2025-10-29";"5830";"Приход в кассу: выручка от реализации за 29.10.2025 (наличный расчёт)";"c2";"a2"
"t1066";"2025-10-29";"28620";"Зачисление эквайринга/СБП за 29.10.2025 (терминал №1)";"c3";"a3"
"t1067";"2025-10-29";"-8600";"Оплата поставки выпечки по накладной №2151 от 29.10.2025";"c4";"a4"
"t1068";"2025-10-30";"5290";"Приход в кассу: выручка от реализации за 30.10.2025 (наличный расчёт)";"c2";"a2"
"t1069";"2025-10-30";"26030";"Зачисление эквайринга/СБП за 30.10.2025 (терминал №1)";"c3";"a3"
"t1070";"2025-10-31";"5880";"Приход в кассу: выручка от реализации за 31.10.2025 (наличный расчёт)";"c2";"a2"
"t1071";"2025-10-31";"28980";"Зачисление эквайринга/СБП за 31.10.2025 (терминал №1)";"c3";"a3"
"t1072";"2025-10-31";"-10300";"Оплата молочной продукции по счёту №587 от 31.10.2025";"c6";"a6"
"t1073";"2025-10-31";"-8400";"Оплата поставки выпечки по накладной №2152 от 31.10.2025";"c4";"a4"
"t1074";"2025-10-31";"-12700";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №322";"c11";"a11"
"t1075";"2025-11-01";"6790";"Приход в кассу: выручка от реализации за 01.11.2025 (наличный расчёт)";"c2";"a2"
"t1076";"2025-11-01";"33510";"Зачисление эквайринга/СБП за 01.11.2025 (терминал №1)";"c3";"a3"
"t1077";"2025-11-02";"5510";"Приход в кассу: выручка от реализации за 02.11.2025 (наличный расчёт)";"c2";"a2"
"t1078";"2025-11-02";"27260";"Зачисление эквайринга/СБП за 02.11.2025 (терминал №1)";"c3";"a3"
"t1079";"2025-11-02";"-8900";"Оплата поставки выпечки по накладной №2153 от 02.11.2025";"c4";"a4"
"t1080";"2025-11-03";"4710";"Приход в кассу: выручка от реализации за 03.11.2025 (наличный расчёт)";"c2";"a2"
"t1081";"2025-11-03";"23330";"Зачисление эквайринга/СБП за 03.11.2025 (терминал №1)";"c3";"a3"
"t1082";"2025-11-03";"-3900";"Оплата подписки на кассовое ПО/CRM, 11.2025";"c7";"a7"
"t1083";"2025-11-04";"5900";"Приход в кассу: выручка от реализации за 04.11.2025 (наличный расчёт)";"c2";"a2"
"t1084";"2025-11-04";"29310";"Зачисление эквайринга/СБП за 04.11.2025 (терминал №1)";"c3";"a3"
"t1085";"2025-11-04";"-19100";"Оплата поставки кофе в зёрнах по счёту №1044 от 02.11.2025";"c10";"a10"
"t1086";"2025-11-04";"-11900";"Оплата молочной продукции по счёту №588 от 04.11.2025";"c6";"a6"
"t1087";"2025-11-04";"-8900";"Оплата поставки выпечки по накладной №2154 от 04.11.2025";"c4";"a4"
"t1088";"2025-11-04";"-1990";"Абонентская плата за расчётно-кассовое обслуживание, 11.2025";"c8";"a8"
"t1089";"2025-11-05";"5740";"Приход в кассу: выручка от реализации за 05.11.2025 (наличный расчёт)";"c2";"a2"
"t1090";"2025-11-05";"28530";"Зачисление эквайринга/СБП за 05.11.2025 (терминал №1)";"c3";"a3"
"t1091";"2025-11-05";"-108000";"Оплата по договору аренды №14 от 01.02.2024 за 11.2025";"c9";"a9"
"t1092";"2025-11-06";"5190";"Приход в кассу: выручка от реализации за 06.11.2025 (наличный расчёт)";"c2";"a2"
"t1093";"2025-11-06";"25850";"Зачисление эквайринга/СБП за 06.11.2025 (терминал №1)";"c3";"a3"
"t1094";"2025-11-06";"-8200";"Оплата поставки выпечки по накладной №2155 от 06.11.2025";"c4";"a4"
"t1095";"2025-11-07";"5720";"Приход в кассу: выручка от реализации за 07.11.2025 (наличный расчёт)";"c2";"a2"
"t1096";"2025-11-07";"28570";"Зачисление эквайринга/СБП за 07.11.2025 (терминал №1)";"c3";"a3"
"t1097";"2025-11-07";"-10900";"Оплата молочной продукции по счёту №589 от 07.11.2025";"c6";"a6"
"t1098";"2025-11-08";"6000";"Приход в кассу: выручка от реализации за 08.11.2025 (наличный расчёт)";"c2";"a2"
"t1099";"2025-11-08";"30020";"Зачисление эквайринга/СБП за 08.11.2025 (терминал №1)";"c3";"a3"
"t1100";"2025-11-08";"-9800";"Оплата поставки выпечки по накладной №2156 от 08.11.2025";"c4";"a4"
"t1101";"2025-11-09";"5320";"Приход в кассу: выручка от реализации за 09.11.2025 (наличный расчёт)";"c2";"a2"
"t1102";"2025-11-09";"26690";"Зачисление эквайринга/СБП за 09.11.2025 (терминал №1)";"c3";"a3"
"t1103";"2025-11-10";"5130";"Приход в кассу: выручка от реализации за 10.11.2025 (наличный расчёт)";"c2";"a2"
"t1104";"2025-11-10";"25760";"Зачисление эквайринга/СБП за 10.11.2025 (терминал №1)";"c3";"a3"
"t1105";"2025-11-10";"-25200";"Заработная плата за October 2025 (окончательный расчёт)";"c15";"a15"
"t1106";"2025-11-10";"-25200";"Заработная плата за October 2025 (окончательный расчёт)";"c16";"a15"
"t1107";"2025-11-10";"-25200";"Заработная плата за October 2025 (окончательный расчёт)";"c17";"a15"
"t1108";"2025-11-10";"-25200";"Заработная плата за October 2025 (окончательный расчёт)";"c18";"a15"
"t1109";"2025-11-10";"-8900";"Оплата поставки выпечки по накладной №2157 от 10.11.2025";"c4";"a4"
"t1110";"2025-11-11";"4730";"Приход в кассу: выручка от реализации за 11.11.2025 (наличный расчёт)";"c2";"a2"
"t1111";"2025-11-11";"23800";"Зачисление эквайринга/СБП за 11.11.2025 (терминал №1)";"c3";"a3"
"t1112";"2025-11-11";"-19900";"Оплата поставки кофе в зёрнах по счёту №1045 от 09.11.2025";"c10";"a10"
"t1113";"2025-11-11";"-10800";"Оплата молочной продукции по счёту №590 от 11.11.2025";"c6";"a6"
"t1114";"2025-11-12";"5430";"Приход в кассу: выручка от реализации за 12.11.2025 (наличный расчёт)";"c2";"a2"
"t1115";"2025-11-12";"27360";"Зачисление эквайринга/СБП за 12.11.2025 (терминал №1)";"c3";"a3"
"t1116";"2025-11-12";"-9500";"Оплата поставки выпечки по накладной №2158 от 12.11.2025";"c4";"a4"
"t1117";"2025-11-12";"-14600";"Оплата коммунальных услуг за October 2025";"c12";"a12"
"t1118";"2025-11-13";"4670";"Приход в кассу: выручка от реализации за 13.11.2025 (наличный расчёт)";"c2";"a2"
"t1119";"2025-11-13";"23600";"Зачисление эквайринга/СБП за 13.11.2025 (терминал №1)";"c3";"a3"
"t1120";"2025-11-14";"6650";"Приход в кассу: выручка от реализации за 14.11.2025 (наличный расчёт)";"c2";"a2"
"t1121";"2025-11-14";"33660";"Зачисление эквайринга/СБП за 14.11.2025 (терминал №1)";"c3";"a3"
"t1122";"2025-11-14";"-11800";"Оплата молочной продукции по счёту №591 от 14.11.2025";"c6";"a6"
"t1123";"2025-11-14";"-9700";"Оплата поставки выпечки по накладной №2159 от 14.11.2025";"c4";"a4"
"t1124";"2025-11-14";"-14400";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №323";"c11";"a11"
"t1125";"2025-11-14";"-8000";"Ремонт и техническое обслуживание кофемашины/кофемолки";"c20";"a17"
"t1126";"2025-11-15";"7560";"Приход в кассу: выручка от реализации за 15.11.2025 (наличный расчёт)";"c2";"a2"
"t1127";"2025-11-15";"38340";"Зачисление эквайринга/СБП за 15.11.2025 (терминал №1)";"c3";"a3"
"t1128";"2025-11-15";"-2600";"Абонентская плата за интернет и связь, 11.2025";"c13";"a13"
"t1129";"2025-11-16";"5230";"Приход в кассу: выручка от реализации за 16.11.2025 (наличный расчёт)";"c2";"a2"
"t1130";"2025-11-16";"26610";"Зачисление эквайринга/СБП за 16.11.2025 (терминал №1)";"c3";"a3"
"t1131";"2025-11-16";"-8700";"Оплата поставки выпечки по накладной №2160 от 16.11.2025";"c4";"a4"
"t1132";"2025-11-17";"4830";"Приход в кассу: выручка от реализации за 17.11.2025 (наличный расчёт)";"c2";"a2"
"t1133";"2025-11-17";"24600";"Зачисление эквайринга/СБП за 17.11.2025 (терминал №1)";"c3";"a3"
"t1134";"2025-11-18";"5250";"Приход в кассу: выручка от реализации за 18.11.2025 (наличный расчёт)";"c2";"a2"
"t1135";"2025-11-18";"26810";"Зачисление эквайринга/СБП за 18.11.2025 (терминал №1)";"c3";"a3"
"t1136";"2025-11-18";"-19800";"Оплата поставки кофе в зёрнах по счёту №1046 от 16.11.2025";"c10";"a10"
"t1137";"2025-11-18";"-11600";"Оплата молочной продукции по счёту №592 от 18.11.2025";"c6";"a6"
"t1138";"2025-11-18";"-8800";"Оплата поставки выпечки по накладной №2161 от 18.11.2025";"c4";"a4"
"t1139";"2025-11-18";"-22600";"Выплата (изъятие) прибыли собственнику на личные нужды";"c1";"a20"
"t1140";"2025-11-19";"5140";"Приход в кассу: выручка от реализации за 19.11.2025 (наличный расчёт)";"c2";"a2"
"t1141";"2025-11-19";"26250";"Зачисление эквайринга/СБП за 19.11.2025 (терминал №1)";"c3";"a3"
"t1142";"2025-11-20";"4660";"Приход в кассу: выручка от реализации за 20.11.2025 (наличный расчёт)";"c2";"a2"
"t1143";"2025-11-20";"23900";"Зачисление эквайринга/СБП за 20.11.2025 (терминал №1)";"c3";"a3"
"t1144";"2025-11-20";"-9100";"Оплата поставки выпечки по накладной №2162 от 20.11.2025";"c4";"a4"
"t1145";"2025-11-20";"-10300";"Продвижение в соцсетях/таргетированная реклама, 11.2025";"c14";"a14"
"t1146";"2025-11-21";"5770";"Приход в кассу: выручка от реализации за 21.11.2025 (наличный расчёт)";"c2";"a2"
"t1147";"2025-11-21";"29610";"Зачисление эквайринга/СБП за 21.11.2025 (терминал №1)";"c3";"a3"
"t1148";"2025-11-21";"-10800";"Оплата молочной продукции по счёту №593 от 21.11.2025";"c6";"a6"
"t1149";"2025-11-22";"6900";"Приход в кассу: выручка от реализации за 22.11.2025 (наличный расчёт)";"c2";"a2"
"t1150";"2025-11-22";"35460";"Зачисление эквайринга/СБП за 22.11.2025 (терминал №1)";"c3";"a3"
"t1151";"2025-11-22";"-8500";"Оплата поставки выпечки по накладной №2163 от 22.11.2025";"c4";"a4"
"t1152";"2025-11-23";"5380";"Приход в кассу: выручка от реализации за 23.11.2025 (наличный расчёт)";"c2";"a2"
"t1153";"2025-11-23";"27720";"Зачисление эквайринга/СБП за 23.11.2025 (терминал №1)";"c3";"a3"
"t1154";"2025-11-24";"4250";"Приход в кассу: выручка от реализации за 24.11.2025 (наличный расчёт)";"c2";"a2"
"t1155";"2025-11-24";"21960";"Зачисление эквайринга/СБП за 24.11.2025 (терминал №1)";"c3";"a3"
"t1156";"2025-11-24";"-8300";"Оплата поставки выпечки по накладной №2164 от 24.11.2025";"c4";"a4"
"t1157";"2025-11-25";"5050";"Приход в кассу: выручка от реализации за 25.11.2025 (наличный расчёт)";"c2";"a2"
"t1158";"2025-11-25";"26140";"Зачисление эквайринга/СБП за 25.11.2025 (терминал №1)";"c3";"a3"
"t1159";"2025-11-25";"-16800";"Аванс за November 2025";"c15";"a15"
"t1160";"2025-11-25";"-16800";"Аванс за November 2025";"c16";"a15"
"t1161";"2025-11-25";"-16800";"Аванс за November 2025";"c17";"a15"
"t1162";"2025-11-25";"-16800";"Аванс за November 2025";"c18";"a15"
"t1163";"2025-11-25";"-19700";"Оплата поставки кофе в зёрнах по счёту №1047 от 23.11.2025";"c10";"a10"
"t1164";"2025-11-25";"-10300";"Оплата молочной продукции по счёту №594 от 25.11.2025";"c6";"a6"
"t1165";"2025-11-26";"5510";"Приход в кассу: выручка от реализации за 26.11.2025 (наличный расчёт)";"c2";"a2"
"t1166";"2025-11-26";"28550";"Зачисление эквайринга/СБП за 26.11.2025 (терминал №1)";"c3";"a3"
"t1167";"2025-11-26";"-8600";"Оплата поставки выпечки по накладной №2165 от 26.11.2025";"c4";"a4"
"t1168";"2025-11-27";"4860";"Приход в кассу: выручка от реализации за 27.11.2025 (наличный расчёт)";"c2";"a2"
"t1169";"2025-11-27";"25250";"Зачисление эквайринга/СБП за 27.11.2025 (терминал №1)";"c3";"a3"
"t1170";"2025-11-28";"5240";"Приход в кассу: выручка от реализации за 28.11.2025 (наличный расчёт)";"c2";"a2"
"t1171";"2025-11-28";"27270";"Зачисление эквайринга/СБП за 28.11.2025 (терминал №1)";"c3";"a3"
"t1172";"2025-11-28";"-72600";"Уплата ЕНП: страховые взносы и НДФЛ за October 2025";"c19";"a16"
"t1173";"2025-11-28";"-10100";"Оплата молочной продукции по счёту №595 от 28.11.2025";"c6";"a6"
"t1174";"2025-11-28";"-9800";"Оплата поставки выпечки по накладной №2166 от 28.11.2025";"c4";"a4"
"t1175";"2025-11-28";"-14300";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №324";"c11";"a11"
"t1176";"2025-11-29";"6050";"Приход в кассу: выручка от реализации за 29.11.2025 (наличный расчёт)";"c2";"a2"
"t1177";"2025-11-29";"31520";"Зачисление эквайринга/СБП за 29.11.2025 (терминал №1)";"c3";"a3"
"t1178";"2025-11-30";"5430";"Приход в кассу: выручка от реализации за 30.11.2025 (наличный расчёт)";"c2";"a2"
"t1179";"2025-11-30";"28370";"Зачисление эквайринга/СБП за 30.11.2025 (терминал №1)";"c3";"a3"
"t1180";"2025-11-30";"-9200";"Оплата поставки выпечки по накладной №2167 от 30.11.2025";"c4";"a4"
"t1181";"2025-12-01";"5320";"Приход в кассу: выручка от реализации за 01.12.2025 (наличный расчёт)";"c2";"a2"
"t1182";"2025-12-01";"27830";"Зачисление эквайринга/СБП за 01.12.2025 (терминал №1)";"c3";"a3"
"t1183";"2025-12-02";"5380";"Приход в кассу: выручка от реализации за 02.12.2025 (наличный расчёт)";"c2";"a2"
"t1184";"2025-12-02";"28220";"Зачисление эквайринга/СБП за 02.12.2025 (терминал №1)";"c3";"a3"
"t1185";"2025-12-02";"-17300";"Оплата поставки кофе в зёрнах по счёту №1048 от 30.11.2025";"c10";"a10"
"t1186";"2025-12-02";"-10200";"Оплата молочной продукции по счёту №596 от 02.12.2025";"c6";"a6"
"t1187";"2025-12-02";"-8900";"Оплата поставки выпечки по накладной №2168 от 02.12.2025";"c4";"a4"
"t1188";"2025-12-03";"4800";"Приход в кассу: выручка от реализации за 03.12.2025 (наличный расчёт)";"c2";"a2"
"t1189";"2025-12-03";"25200";"Зачисление эквайринга/СБП за 03.12.2025 (терминал №1)";"c3";"a3"
"t1190";"2025-12-03";"-3900";"Оплата подписки на кассовое ПО/CRM, 12.2025";"c7";"a7"
"t1191";"2025-12-04";"5920";"Приход в кассу: выручка от реализации за 04.12.2025 (наличный расчёт)";"c2";"a2"
"t1192";"2025-12-04";"31180";"Зачисление эквайринга/СБП за 04.12.2025 (терминал №1)";"c3";"a3"
"t1193";"2025-12-04";"-8400";"Оплата поставки выпечки по накладной №2169 от 04.12.2025";"c4";"a4"
"t1194";"2025-12-04";"-1990";"Абонентская плата за расчётно-кассовое обслуживание, 12.2025";"c8";"a8"
"t1195";"2025-12-05";"5940";"Приход в кассу: выручка от реализации за 05.12.2025 (наличный расчёт)";"c2";"a2"
"t1196";"2025-12-05";"31320";"Зачисление эквайринга/СБП за 05.12.2025 (терминал №1)";"c3";"a3"
"t1197";"2025-12-05";"-108000";"Оплата по договору аренды №14 от 01.02.2024 за 12.2025";"c9";"a9"
"t1198";"2025-12-05";"-10900";"Оплата молочной продукции по счёту №597 от 05.12.2025";"c6";"a6"
"t1199";"2025-12-06";"6660";"Приход в кассу: выручка от реализации за 06.12.2025 (наличный расчёт)";"c2";"a2"
"t1200";"2025-12-06";"35200";"Зачисление эквайринга/СБП за 06.12.2025 (терминал №1)";"c3";"a3"
"t1201";"2025-12-06";"-8700";"Оплата поставки выпечки по накладной №2170 от 06.12.2025";"c4";"a4"
"t1202";"2025-12-07";"5770";"Приход в кассу: выручка от реализации за 07.12.2025 (наличный расчёт)";"c2";"a2"
"t1203";"2025-12-07";"30590";"Зачисление эквайринга/СБП за 07.12.2025 (терминал №1)";"c3";"a3"
"t1204";"2025-12-08";"4640";"Приход в кассу: выручка от реализации за 08.12.2025 (наличный расчёт)";"c2";"a2"
"t1205";"2025-12-08";"24640";"Зачисление эквайринга/СБП за 08.12.2025 (терминал №1)";"c3";"a3"
"t1206";"2025-12-08";"-8800";"Оплата поставки выпечки по накладной №2171 от 08.12.2025";"c4";"a4"
"t1207";"2025-12-09";"4940";"Приход в кассу: выручка от реализации за 09.12.2025 (наличный расчёт)";"c2";"a2"
"t1208";"2025-12-09";"26310";"Зачисление эквайринга/СБП за 09.12.2025 (терминал №1)";"c3";"a3"
"t1209";"2025-12-09";"-19000";"Оплата поставки кофе в зёрнах по счёту №1049 от 07.12.2025";"c10";"a10"
"t1210";"2025-12-09";"-10500";"Оплата молочной продукции по счёту №598 от 09.12.2025";"c6";"a6"
"t1211";"2025-12-10";"4590";"Приход в кассу: выручка от реализации за 10.12.2025 (наличный расчёт)";"c2";"a2"
"t1212";"2025-12-10";"24450";"Зачисление эквайринга/СБП за 10.12.2025 (терминал №1)";"c3";"a3"
"t1213";"2025-12-10";"-25200";"Заработная плата за November 2025 (окончательный расчёт)";"c15";"a15"
"t1214";"2025-12-10";"-25200";"Заработная плата за November 2025 (окончательный расчёт)";"c16";"a15"
"t1215";"2025-12-10";"-25200";"Заработная плата за November 2025 (окончательный расчёт)";"c17";"a15"
"t1216";"2025-12-10";"-25200";"Заработная плата за November 2025 (окончательный расчёт)";"c18";"a15"
"t1217";"2025-12-10";"-9700";"Оплата поставки выпечки по накладной №2172 от 10.12.2025";"c4";"a4"
"t1218";"2025-12-11";"4580";"Приход в кассу: выручка от реализации за 11.12.2025 (наличный расчёт)";"c2";"a2"
"t1219";"2025-12-11";"24470";"Зачисление эквайринга/СБП за 11.12.2025 (терминал №1)";"c3";"a3"
"t1220";"2025-12-12";"5580";"Приход в кассу: выручка от реализации за 12.12.2025 (наличный расчёт)";"c2";"a2"
"t1221";"2025-12-12";"29860";"Зачисление эквайринга/СБП за 12.12.2025 (терминал №1)";"c3";"a3"
"t1222";"2025-12-12";"-10300";"Оплата молочной продукции по счёту №599 от 12.12.2025";"c6";"a6"
"t1223";"2025-12-12";"-9100";"Оплата поставки выпечки по накладной №2173 от 12.12.2025";"c4";"a4"
"t1224";"2025-12-12";"-14700";"Оплата расходных материалов (стаканы, крышки, трубочки) по счёту №325";"c11";"a11"
"t1225";"2025-12-12";"-20400";"Оплата коммунальных услуг за November 2025";"c12";"a12"
"t1226";"2025-12-13";"6760";"Приход в кассу: выручка от реализации за 13.12.2025 (наличный расчёт)";"c2";"a2"
"t1227";"2025-12-13";"36270";"Зачисление эквайринга/СБП за 13.12.2025 (терминал №1)";"c3";"a3"
"t1228";"2025-12-14";"5200";"Приход в кассу: выручка от реализации за 14.12.2025 (наличный расчёт)";"c2";"a2"
"t1229";"2025-12-14";"27970";"Зачисление эквайринга/СБП за 14.12.2025 (терминал №1)";"c3";"a3"
"t1230";"2025-12-14";"-9400";"Оплата поставки выпечки по накладной №2174 от 14.12.2025";"c4";"a4"
"t1231";"2025-12-15";"5100";"Приход в кассу: выручка от реализации за 15.12.2025 (наличный расчёт)";"c2";"a2"
"t1232";"2025-12-15";"27440";"Зачисление эквайринга/СБП за 15.12.2025 (терминал №1)";"c3";"a3"
"t1233";"2025-12-15";"-2600";"Абонентская плата за интернет и связь, 12.2025";"c13";"a13"
"t1234";"2025-12-16";"5200";"Приход в кассу: выручка от реализации за 16.12.2025 (наличный расчёт)";"c2";"a2"
"t1235";"2025-12-16";"28090";"Зачисление эквайринга/СБП за 16.12.2025 (терминал №1)";"c3";"a3"
"t1236";"2025-12-16";"-21000";"Оплата поставки кофе в зёрнах по счёту №1050 от 14.12.2025";"c10";"a10"
"t1237";"2025-12-16";"-11600";"Оплата молочной продукции по счёту №600 от 16.12.2025";"c6";"a6"
"t1238";"2025-12-16";"-9400";"Оплата поставки выпечки по накладной №2175 от 16.12.2025";"c4";"a4"
"t1239";"2025-12-16";"-36500";"Выплата (изъятие) прибыли собственнику на личные нужды";"c1";"a20"
"t1240";"2025-12-17";"5170";"Приход в кассу: выручка от реализации за 17.12.2025 (наличный расчёт)";"c2";"a2"
"t1241";"2025-12-17";"27940";"Зачисление эквайринга/СБП за 17.12.2025 (терминал №1)";"c3";"a3"
"t1242";"2025-12-18";"5880";"Приход в кассу: выручка от реализации за 18.12.2025 (наличный расчёт)";"c2";"a2"
"t1243";"2025-12-18";"31860";"Зачисление эквайринга/СБП за 18.12.2025 (терминал №1)";"c3";"a3"
"t1244";"2025-12-18";"-8700";"Оплата поставки выпечки по накладной №2176 от 18.12.2025";"c4";"a4"
"t1245";"2025-12-19";"5810";"Приход в кассу: выручка от реализации за 19.12.2025 (наличный расчёт)";"c2";"a2"
"t1246";"2025-12-19";"31570";"Зачисление эквайринга/СБП за 19.12.2025 (терминал №1)";"c3";"a3"
"t1247";"2025-12-19";"-11700";"Оплата молочной продукции по счёту №601 от 19.12.2025";"c6";"a6"
"t1248";"2025-12-20";"6560";"Приход в кассу: выручка от реализации за 20.12.2025 (наличный расчёт)";"c2";"a2"
"t1249";"2025-12-20";"35670";"Зачисление эквайринга/СБП за 20.12.2025 (терминал №1)";"c3";"a3"
"t1250";"2025-12-20";"-9700";"Оплата поставки выпечки по накладной №2177 от 20.12.2025";"c4";"a4"
"t1251";"2025-12-20";"-6600";"Продвижение в соцсетях/таргетированная реклама, 12.2025";"c14";"a14"
"t1252";"2025-12-21";"5670";"Приход в кассу: выручка от реализации за 21.12.2025 (наличный расчёт)";"c2";"a2"
